Vehicle No,GeoCluster,Weekday,StopCount,Latitude,Longitude,Address,FirstVisit,LastVisit
30917,16,Sunday,8,25.3535328875,55.4792301625,"41,Al Jerf 2,Ajman,United Arab Emirates",2025-05-18 10:41:56,2025-07-13 14:32:59
30917,16,Wednesday,6,25.3449533,55.46249218333333,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-28 12:04:51,2025-07-16 11:37:21
34259,18,Saturday,6,25.31109275,55.45892995,Ajman - United Arab Emirates,2025-05-24 11:20:38,2025-07-12 12:05:41
30917,18,Sunday,6,25.356590516666667,55.48407553333334,"Jiddah Street,Al Jerf Industrial 2,Ajman,United Arab Emirates",2025-05-25 12:16:33,2025-07-13 14:55:14
30917,20,Monday,6,25.343492733333335,55.47214498333333,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-26 17:44:08,2025-07-14 11:40:17
30917,20,Thursday,6,25.337328016666664,55.4687819,Ajman - United Arab Emirates,2025-05-22 13:25:56,2025-07-17 13:14:56
34261,20,Tuesday,6,25.3912097,55.50245275,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-20 12:43:04,2025-07-08 12:44:56
34259,21,Thursday,8,25.3142162,55.4485410125,Industrial Area 12 - Sharjah - United Arab Emirates,2025-05-29 15:18:19,2025-07-17 13:22:09
30917,22,Thursday,7,25.33920732857143,55.46791877142857,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-15 13:15:53,2025-07-17 13:28:27
30917,22,Tuesday,6,25.342557433333337,55.47218078333333,Ajman - United Arab Emirates,2025-05-20 13:17:33,2025-07-15 13:11:47
30917,23,Thursday,9,25.33352847777778,55.46073273333334,Ajman - United Arab Emirates,2025-05-15 13:22:54,2025-07-17 13:48:24
34259,24,Thursday,6,25.3046258,55.44174133333333,Industrial Area 12 - Sharjah - United Arab Emirates,2025-06-12 16:26:32,2025-07-17 13:55:50
34259,25,Saturday,6,25.32207356666667,55.44590911666666,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-24 12:32:34,2025-07-19 13:03:20
34259,25,Thursday,6,25.32635245,55.45435331666667,Oxy Office,2025-05-15 14:01:25,2025-07-17 14:06:22
34259,30,Wednesday,7,25.308319228571428,55.4396052,Industrial Area 13 - Sharjah - United Arab Emirates,2025-05-14 18:54:39,2025-07-09 14:09:42
34259,31,Monday,6,25.303500483333334,55.45420995,Industrial Area 12 - Sharjah - United Arab Emirates,2025-05-19 16:00:17,2025-07-14 13:04:22
34259,31,Wednesday,7,25.308771371428573,55.43415612857143,Industrial Area 13 - Sharjah - United Arab Emirates,2025-05-14 19:15:02,2025-07-16 14:11:40
34259,36,Wednesday,6,25.320008299999998,55.45773773333334,Industrial Area 15 - Sharjah - United Arab Emirates,2025-05-21 16:11:42,2025-07-16 14:50:22
34259,37,Thursday,7,25.30391307142857,55.45330352857143,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-15 15:55:54,2025-07-17 16:22:20
34259,40,Thursday,6,25.30450605,55.43954525,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-15 16:27:39,2025-07-17 17:05:23
34259,41,Wednesday,6,25.32353301666667,55.45371663333333,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-14 20:50:07,2025-07-16 19:56:37
34259,42,Thursday,6,25.297052183333335,55.45690885,"Unnamed Road,Muwailih Commercial,Industrial Area,Sharjah,United Arab Emirates",2025-05-15 17:07:31,2025-07-10 16:09:19
34259,43,Thursday,6,25.3180905,55.456363833333334,"Unnamed Road,Muwailih Commercial,Industrial Area,Sharjah,United Arab Emirates",2025-05-15 17:17:30,2025-07-10 16:51:01
34261,0,Monday,18,25.438255594444442,55.52671273888889,Oxy Office,2025-05-19 00:12:43,2025-07-14 08:03:38
34261,0,Saturday,18,25.438247727777778,55.52670013333333,Oxy Office,2025-05-17 00:12:43,2025-07-19 08:57:38
34261,0,Sunday,18,25.438255505555553,55.52672848888889,Oxy Office,2025-05-18 00:12:43,2025-07-13 08:31:04
34261,0,Thursday,21,25.438237966666666,55.52672485714286,Oxy Office,2025-05-15 00:12:43,2025-07-17 23:07:48
34261,0,Tuesday,20,25.422153044999998,55.514784125000006,"30,Muhaisnah 3,Muhaisnah,Dubai,United Arab Emirates",2025-05-13 12:49:18,2025-07-15 08:13:37
34261,0,Wednesday,20,25.438221465,55.52670137,Oxy Office,2025-05-14 00:12:43,2025-07-16 08:30:25
30941,1,Monday,9,25.257569566666668,55.42190941111111,Ajman - United Arab Emirates,2025-05-19 10:39:21,2025-07-07 12:45:36
34259,1,Saturday,8,25.300239525,55.42459705,Oxy Office,2025-05-17 12:10:56,2025-07-19 13:28:23
34259,1,Sunday,7,25.319893042857142,55.41951302857143,"Jiddah Street,Ajman,United Arab Emirates",2025-05-25 08:03:27,2025-07-13 14:03:46
34259,1,Thursday,9,25.330908844444444,55.43594071111111,"Jiddah Street,Ajman,United Arab Emirates",2025-05-15 12:36:00,2025-07-17 14:41:47
34259,1,Tuesday,8,25.2989233,55.4210414125,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-20 12:24:30,2025-07-08 14:56:53
34259,1,Wednesday,7,25.322649242857143,55.458707585714286,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-21 12:45:39,2025-07-16 08:32:07
34259,2,Monday,6,25.311004666666665,55.4205283,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-19 12:21:52,2025-07-14 20:16:16
34259,2,Saturday,6,25.311167166666667,55.4324808,Garhoud - Dubai - United Arab Emirates,2025-05-24 08:50:40,2025-07-19 17:36:55
30941,2,Sunday,8,25.2662489375,55.4006643375,Al Qusais - Dubai - United Arab Emirates,2025-05-18 09:14:00,2025-07-06 14:35:31
30941,2,Thursday,9,25.28322421111111,55.397612744444444,Al Qusais - Dubai - United Arab Emirates,2025-05-15 16:36:08,2025-07-17 09:43:04
30941,2,Wednesday,7,25.263502600000002,55.39489187142857,"49,Al Qusais 1,Al Qusais,Dubai,United Arab Emirates",2025-05-14 15:36:47,2025-07-16 12:36:17
36389,3,Saturday,6,25.200619133333333,55.4042058,Al Warqa - Dubai - United Arab Emirates,2025-05-17 09:05:55,2025-07-19 10:07:24
36389,4,Saturday,7,25.21985187142857,55.423556142857144,Al Warqa 1 - Dubai - United Arab Emirates,2025-05-17 09:11:45,2025-07-19 10:13:21
36389,5,Saturday,6,25.18342245,55.40555856666666,Al Warqa - Dubai - United Arab Emirates,2025-05-24 09:16:41,2025-07-19 10:19:11
36389,6,Saturday,6,25.18561495,55.40612135,Al Warqa 1 - Dubai - United Arab Emirates,2025-05-17 09:21:25,2025-07-19 10:34:15
36389,8,Saturday,6,25.18690855,55.40411606666667,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-17 10:07:33,2025-07-12 09:54:04
36389,9,Saturday,7,25.189540685714288,55.40239115714286,"Sheikh Mohammed Bin Zayed Road,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-17 10:38:16,2025-07-19 11:29:15
36389,9,Wednesday,7,25.184483757142857,55.406459257142856,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-14 09:38:17,2025-07-16 10:33:03
36389,10,Wednesday,7,25.185509257142858,55.40766995714286,Al Warqa 1 - Dubai - United Arab Emirates,2025-05-14 09:45:11,2025-07-16 10:40:39
36389,11,Saturday,7,25.188021857142854,55.40576352857143,Al Warqa - Dubai - United Arab Emirates,2025-05-17 11:09:38,2025-07-12 10:40:16
36389,12,Monday,6,25.1870883,55.407860516666666,Al Warqa - Dubai - United Arab Emirates,2025-05-19 09:50:10,2025-07-14 09:46:07
36389,12,Saturday,9,25.18728198888889,55.40818127777778,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-17 11:15:45,2025-07-19 12:06:32
36389,12,Wednesday,7,25.18862067142857,55.405918542857144,"Sheikh Mohammed Bin Zayed Road,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-14 10:36:33,2025-07-16 11:08:58
36389,13,Monday,7,25.2012721,55.40383328571428,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-26 11:43:43,2025-07-14 09:56:33
36389,14,Monday,7,25.18643804285714,55.40490711428571,Al Warqa - Dubai - United Arab Emirates,2025-05-19 10:10:49,2025-07-14 10:34:12
36389,14,Wednesday,7,25.185984471428572,55.404760442857146,Unnamed Road - Dubai - United Arab Emirates,2025-05-14 10:57:12,2025-07-16 11:33:49
36389,15,Wednesday,8,25.184142875,55.407606425,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-14 11:08:27,2025-07-16 11:45:05
36389,16,Saturday,6,25.196009133333334,55.40951693333333,Al Warqa - Dubai - United Arab Emirates,2025-05-24 11:39:39,2025-07-19 12:27:52
36389,16,Wednesday,6,25.1859494,55.40849775,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-14 11:18:30,2025-07-09 11:09:48
36389,17,Monday,8,25.1984909875,55.4076114375,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-19 10:38:51,2025-07-14 11:09:20
36389,17,Wednesday,8,25.1845507875,55.409487675,Unnamed Road - Dubai - United Arab Emirates,2025-05-21 11:45:15,2025-07-16 12:01:20
36389,18,Wednesday,6,25.1878133,55.4056283,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-06-04 10:26:03,2025-07-09 11:30:10
36389,19,Wednesday,6,25.186071366666667,55.41140775,Al Warqa - Dubai - United Arab Emirates,2025-05-21 12:00:44,2025-07-09 11:36:03
36389,20,Wednesday,6,25.185800233333335,55.411821333333336,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-21 12:09:32,2025-06-25 13:08:09
36389,21,Saturday,6,25.232984650000002,55.4160194,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-17 12:19:40,2025-07-19 13:03:52
30941,25,Monday,6,25.2807308,55.40676106666667,42nd St - Dubai - United Arab Emirates,2025-05-19 12:36:18,2025-07-07 12:31:17
30941,25,Thursday,6,25.27106716666667,55.3432647,Union Metro Station A 1 - Dubai - United Arab Emirates,2025-05-15 10:04:43,2025-07-03 11:05:40
30941,28,Monday,6,25.279896883333333,55.40829608333333,"17 A Street,Muhaisnah 4,Muhaisnah,Dubai,United Arab Emirates",2025-05-19 12:48:22,2025-07-07 12:44:54
30941,28,Saturday,7,25.271217114285715,55.41152185714286,Tipping Area Turnoff 2 - Dubai - United Arab Emirates,2025-05-24 13:14:45,2025-07-19 13:53:50
30941,28,Tuesday,7,25.26773162857143,55.327027328571425,Al Qusais 1 - Dubai - United Arab Emirates,2025-05-13 16:07:51,2025-07-15 10:51:51
30941,28,Wednesday,6,25.2623344,55.40432941666666,Emirates Housing 1 - Dubai - United Arab Emirates,2025-05-14 12:56:21,2025-07-16 13:27:37
30941,30,Saturday,6,25.281729966666664,55.408024966666666,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-17 14:13:49,2025-07-19 14:10:15
30941,30,Sunday,7,25.268716842857142,55.3693864,"21,Al Twar 1,Al Twar,Dubai,United Arab Emirates",2025-05-25 11:58:16,2025-07-13 12:34:22
30941,31,Monday,6,25.281569966666666,55.405595250000005,Amthul Building 2 - Dubai - United Arab Emirates,2025-05-19 13:17:21,2025-07-14 13:43:46
30941,31,Sunday,7,25.268583514285716,55.37586021428571,Al Twar 1 - Dubai - United Arab Emirates,2025-05-18 13:03:34,2025-07-13 12:49:11
30941,31,Thursday,6,25.274114100000002,55.3614283,"28,Muteena,Deira,Dubai,United Arab Emirates,Mateena, Emirates Cooperative Society 1",2025-05-15 10:45:02,2025-07-17 12:43:30
30941,32,Monday,7,25.281447342857145,55.402337571428575,"ETISALAT, Qusais Industrial Area 1 - Dubai - United Arab Emirates",2025-06-02 12:51:10,2025-07-14 13:49:46
30941,32,Saturday,6,25.2809555,55.4087044,269 42nd St - Dubai - United Arab Emirates,2025-05-24 14:20:20,2025-07-12 13:25:47
30941,32,Sunday,6,25.267442166666665,55.37464275,Al Twar 1 - Dubai - United Arab Emirates,2025-05-18 13:19:20,2025-07-13 12:57:27
30941,32,Thursday,6,25.274718566666667,55.37139358333334,Muteena - Dubai - United Arab Emirates,2025-05-15 11:03:31,2025-07-17 12:51:38
30941,32,Wednesday,6,25.28025553333333,55.3956519,Amthul Building 2 - Dubai - United Arab Emirates,2025-05-14 13:22:38,2025-07-16 13:38:19
30941,33,Monday,7,25.281291614285717,55.394664971428575,42nd St - Dubai - United Arab Emirates,2025-05-19 13:31:21,2025-07-07 13:38:52
30941,33,Saturday,6,25.277949116666665,55.405750250000004,Muhaisnah 4 - Dubai - United Arab Emirates,2025-06-14 13:58:57,2025-07-19 14:30:27
30941,33,Sunday,6,25.267180483333334,55.37590385000001,Al Twar 1 - Dubai - United Arab Emirates,2025-05-18 13:28:45,2025-07-13 13:11:09
30941,33,Wednesday,7,25.271022114285717,55.39411591428571,Amthul Building 2 - Dubai - United Arab Emirates,2025-05-14 13:36:00,2025-07-16 13:57:20
30941,34,Saturday,7,25.28380471428571,55.40164924285715,Al Qusais Industrial Area 1 - Dubai - United Arab Emirates,2025-05-17 14:39:10,2025-07-19 14:38:29
30941,34,Wednesday,6,25.279540216666664,55.38849303333333,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-14 13:45:23,2025-07-16 14:03:21
30941,36,Wednesday,6,25.275548033333333,55.381963000000006,Muhaisnah - Dubai - United Arab Emirates,2025-05-14 14:11:53,2025-07-16 14:11:57
30941,37,Monday,6,25.280218833333333,55.38674996666666,"338,Al Qusais Industrial Area 2,Al Qusais Industrial Area,Dubai,United Arab Emirates",2025-05-19 14:02:58,2025-07-07 14:23:40
30941,37,Wednesday,6,25.278237450000002,55.385257200000005,Al Qusais Industrial Area 2 - Dubai - United Arab Emirates,2025-05-14 14:16:59,2025-07-16 14:19:39
30941,38,Monday,6,25.278561333333332,55.382976083333325,"43,Al Qusais 2,Al Qusais,Dubai,United Arab Emirates",2025-06-02 13:56:40,2025-07-14 14:18:35
30941,38,Sunday,6,25.2528319,55.38388775000001,Al Twar 2 - Dubai - United Arab Emirates,2025-05-18 14:02:36,2025-06-29 13:40:48
30941,38,Wednesday,7,25.276001142857144,55.382864485714286,Dubai Abattoir 1 - Dubai - United Arab Emirates,2025-05-14 14:20:43,2025-07-16 14:27:59
30941,39,Tuesday,6,25.278350783333334,55.38861856666667,Al Qusais 1 - Dubai - United Arab Emirates,2025-05-13 17:26:52,2025-07-15 12:19:33
30941,40,Saturday,6,25.279627466666668,55.39561386666667,"43,Al Qusais 2,Al Qusais,Dubai,United Arab Emirates",2025-05-17 15:13:25,2025-07-19 15:22:38
30941,41,Monday,8,25.275858075,55.3795328625,Al Qusais 2 - Dubai - United Arab Emirates,2025-05-19 14:45:00,2025-07-07 14:55:27
30941,41,Saturday,7,25.27810638571429,55.39203138571429,Al Qusais 2 - Dubai - United Arab Emirates,2025-05-17 15:29:13,2025-07-19 15:28:47
30941,42,Saturday,6,25.279120233333334,55.395511066666664,Al Qusais 2 - Dubai - United Arab Emirates,2025-05-24 15:33:15,2025-07-12 14:27:40
30941,42,Sunday,6,25.268235233333332,55.3897508,Al Qusais 2 - Dubai - United Arab Emirates,2025-05-18 14:50:09,2025-07-06 13:56:38
30941,42,Thursday,6,25.2799708,55.40884941666667,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-22 13:13:47,2025-07-17 14:13:36
30941,43,Sunday,6,25.269293583333333,55.39058468333334,"43,Al Qusais 2,Al Qusais,Dubai,United Arab Emirates",2025-05-18 14:58:56,2025-07-06 14:01:38
30941,43,Thursday,7,25.28065637142857,55.40621758571428,"Al Muhaisnah Star Building,Muhaisnah 4,Muhaisnah,Dubai,United Arab Emirates",2025-05-15 12:04:53,2025-07-17 14:20:30
30941,43,Wednesday,7,25.272573985714285,55.37681162857143,Al Qusais 1 - Dubai - United Arab Emirates,2025-05-14 14:48:32,2025-07-16 15:01:02
30941,44,Thursday,7,25.278055185714287,55.402445914285714,"Al Muhaisnah Star Building,Muhaisnah 4,Muhaisnah,Dubai,United Arab Emirates",2025-05-15 12:11:35,2025-07-17 14:28:17
30941,44,Wednesday,9,25.273132555555556,55.37550218888889,"49,Al Qusais 1,Al Qusais,Dubai,United Arab Emirates",2025-05-14 14:57:26,2025-07-16 15:19:41
30941,45,Saturday,6,25.27629966666667,55.38803136666667,Al Qusais 1 - Dubai - United Arab Emirates,2025-05-17 15:47:08,2025-07-19 15:46:18
30941,45,Wednesday,6,25.273974683333332,55.381051066666664,"Twar, Union Cooperative Society - Dubai - United Arab Emirates",2025-05-21 15:00:27,2025-07-09 15:14:49
30941,46,Thursday,6,25.279867749999998,55.39684358333333,Emirates Housing 1 - Dubai - United Arab Emirates,2025-05-22 13:46:43,2025-07-17 14:49:28
30941,46,Tuesday,9,25.282034033333332,55.39436831111111,Al Qusais - Dubai - United Arab Emirates,2025-05-13 18:07:34,2025-07-15 12:59:36
30941,46,Wednesday,6,25.274144950000004,55.38130498333334,Al Qusais 1 - Dubai - United Arab Emirates,2025-05-21 15:07:21,2025-07-02 15:35:12
