Vehicle No,GeoCluster,Weekday,StopCount,Latitude,Longitude,Address,FirstVisit,LastVisit
30917,10,Thursday,6,25.35576328333333,55.476090516666666,"Deans International Privat School, 91 Street, Zahra, Ajman, 20767, United Arab Emirates",2025-05-22 10:07:22,2025-07-03 10:44:36
30917,10,Tuesday,5,25.34029262,55.46955462000001,Al Rawda 2 - Ajman - United Arab Emirates,2025-05-20 11:07:28,2025-07-15 10:43:11
30917,10,Wednesday,6,25.329443,55.4697161,Al Rawda 2 - Ajman - United Arab Emirates,2025-05-14 11:07:43,2025-07-09 10:29:18
30917,11,Sunday,6,25.36771606666667,55.48878606666667,Ajman - United Arab Emirates,2025-05-18 10:11:59,2025-07-06 11:20:11
30917,11,Thursday,9,25.360370533333334,55.46179607777778,Al Jerf 1 - Ajman - United Arab Emirates,2025-05-15 11:48:38,2025-07-17 10:57:58
30917,11,Wednesday,5,25.3544743,55.4850113,Al Rawda 2 - Ajman - United Arab Emirates,2025-05-14 11:14:56,2025-06-25 11:15:49
30917,12,Saturday,5,25.36180028,55.48747364,Ajman - United Arab Emirates,2025-05-17 11:20:45,2025-07-19 11:06:20
30917,12,Sunday,5,25.3630213,55.47413828,Ajman - United Arab Emirates,2025-05-25 10:28:06,2025-07-06 11:32:08
30917,12,Thursday,8,25.3427230625,55.44723185,Al Jerf 1 - Ajman - United Arab Emirates,2025-05-29 12:02:35,2025-07-17 11:05:25
30917,12,Tuesday,5,25.313135600000003,55.455352960000006,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-13 18:05:02,2025-07-15 13:38:02
30917,12,Wednesday,5,25.33638562,55.47593564,Al Rawda 2 - Ajman - United Arab Emirates,2025-05-14 11:18:57,2025-07-16 15:05:22
30917,13,Saturday,5,25.32332898,55.45807996,"Jiddah Street,Ajman,United Arab Emirates",2025-05-17 11:43:40,2025-07-19 11:15:06
30917,13,Tuesday,6,25.329943850000003,55.45845718333334,Ajman - United Arab Emirates,2025-05-13 14:41:24,2025-07-15 14:04:43
30917,14,Sunday,5,25.36538796,55.48919362,Ajman - United Arab Emirates,2025-05-25 11:16:28,2025-07-13 14:05:53
30917,14,Thursday,6,25.358393016666668,55.486117449999995,"Unnamed Road,Al Jerf Industrial 3,Ajman,United Arab Emirates",2025-05-15 19:12:03,2025-07-10 11:16:05
30917,14,Tuesday,8,25.368405799999998,55.4985012,AL IMAM AL SHAFEE St - Ajman - United Arab Emirates,2025-05-13 19:22:43,2025-07-15 14:40:21
30917,15,Monday,5,25.34696028,55.48819596,Oxy Office,2025-05-26 13:40:39,2025-07-14 10:59:13
30917,15,Saturday,6,25.358325233333332,55.4808544,"Jiddah Street,Sharjah,United Arab Emirates",2025-05-17 11:55:21,2025-07-12 11:27:08
30917,15,Sunday,5,25.353275619999998,55.46825496,Al Hamidiya 1 - Ajman - United Arab Emirates,2025-05-25 11:23:53,2025-07-13 14:18:53
30917,15,Tuesday,7,25.339596142857143,55.4861764,Al Hamidiya 2 - Ajman - United Arab Emirates,2025-05-27 12:04:06,2025-07-15 12:11:02
30917,16,Sunday,8,25.3535328875,55.4792301625,"41,Al Jerf 2,Ajman,United Arab Emirates",2025-05-18 10:41:56,2025-07-13 14:32:59
30917,16,Thursday,5,25.29681562,55.453489620000006,Muwailih Commercial - Sharjah - United Arab Emirates,2025-06-19 11:33:26,2025-07-17 12:31:17
30917,16,Tuesday,5,25.34180394,55.476487299999995,Ajman - United Arab Emirates,2025-06-03 11:12:34,2025-07-08 12:07:38
30917,16,Wednesday,6,25.3449533,55.46249218333333,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-28 12:04:51,2025-07-16 11:37:21
30917,18,Saturday,6,25.31109275,55.45892995,Ajman - United Arab Emirates,2025-05-24 11:20:38,2025-07-12 12:05:41
30917,18,Sunday,6,25.356590516666667,55.48407553333334,"Jiddah Street,Al Jerf Industrial 2,Ajman,United Arab Emirates",2025-05-25 12:16:33,2025-07-13 14:55:14
30917,19,Wednesday,5,25.35058262,55.46368593999999,Ajman - United Arab Emirates,2025-05-21 11:33:10,2025-07-09 12:01:24
30917,20,Monday,6,25.343492733333335,55.47214498333333,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-26 17:44:08,2025-07-14 11:40:17
30917,20,Thursday,6,25.337328016666664,55.4687819,Ajman - United Arab Emirates,2025-05-22 13:25:56,2025-07-17 13:14:56
30917,20,Tuesday,6,25.3912097,55.50245275,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-20 12:43:04,2025-07-08 12:44:56
30917,21,Thursday,8,25.3142162,55.4485410125,Industrial Area 12 - Sharjah - United Arab Emirates,2025-05-29 15:18:19,2025-07-17 13:22:09
30917,22,Thursday,7,25.33920732857143,55.46791877142857,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-15 13:15:53,2025-07-17 13:28:27
30917,22,Tuesday,6,25.342557433333337,55.47218078333333,Ajman - United Arab Emirates,2025-05-20 13:17:33,2025-07-15 13:11:47
30917,22,Wednesday,5,25.32663896,55.45544496,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-21 12:06:08,2025-07-16 12:49:23
30917,23,Thursday,9,25.33352847777778,55.46073273333334,Ajman - United Arab Emirates,2025-05-15 13:22:54,2025-07-17 13:48:24
30917,24,Thursday,6,25.3046258,55.44174133333333,Industrial Area 12 - Sharjah - United Arab Emirates,2025-06-12 16:26:32,2025-07-17 13:55:50
30917,25,Saturday,6,25.32207356666667,55.44590911666666,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-24 12:32:34,2025-07-19 13:03:20
30917,25,Thursday,6,25.32635245,55.45435331666667,Oxy Office,2025-05-15 14:01:25,2025-07-17 14:06:22
30917,27,Thursday,5,25.3026363,55.425151619999994,Industrial Area 13 - Sharjah - United Arab Emirates,2025-05-22 15:24:23,2025-07-10 13:49:36
30917,27,Tuesday,5,25.30755396,55.44252762,Industrial Area 13 - Sharjah - United Arab Emirates,2025-06-03 15:12:18,2025-07-08 13:38:53
30917,27,Wednesday,5,25.31180496,55.43064362,Industrial Area 12 - Sharjah - United Arab Emirates,2025-05-14 18:02:23,2025-06-25 13:54:55
30917,30,Wednesday,7,25.308319228571428,55.4396052,Industrial Area 13 - Sharjah - United Arab Emirates,2025-05-14 18:54:39,2025-07-09 14:09:42
30917,31,Monday,6,25.303500483333334,55.45420995,Industrial Area 12 - Sharjah - United Arab Emirates,2025-05-19 16:00:17,2025-07-14 13:04:22
30917,31,Wednesday,7,25.308771371428573,55.43415612857143,Industrial Area 13 - Sharjah - United Arab Emirates,2025-05-14 19:15:02,2025-07-16 14:11:40
30917,32,Monday,5,25.34375832,55.46651462,Ajman - United Arab Emirates,2025-05-26 18:53:23,2025-07-14 13:23:15
30917,33,Saturday,5,25.30193296,55.466504959999995,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-17 17:29:05,2025-07-19 14:50:38
30917,33,Wednesday,5,25.30349798,55.44700496,Industrial Area 13 - Sharjah - United Arab Emirates,2025-05-21 15:45:48,2025-07-16 14:28:30
30917,34,Sunday,5,25.323480280000002,55.4584333,"S102,Industrial Area 15,Industrial Area,Sharjah,United Arab Emirates",2025-05-18 16:07:53,2025-06-15 16:32:52
30917,34,Wednesday,5,25.32796398,55.4610773,"S102,Industrial Area 15,Industrial Area,Sharjah,United Arab Emirates",2025-05-14 19:31:55,2025-07-09 14:41:34
30917,35,Thursday,5,25.301063640000002,55.44595798,"Unnamed Road,Muwailih Commercial,Industrial Area,Sharjah,United Arab Emirates",2025-05-22 16:35:57,2025-07-10 14:29:40
30917,36,Wednesday,6,25.320008299999998,55.45773773333334,Industrial Area 15 - Sharjah - United Arab Emirates,2025-05-21 16:11:42,2025-07-16 14:50:22
30917,37,Saturday,5,25.33061796,55.46392530000001,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-17 17:59:31,2025-07-19 17:30:22
30917,37,Thursday,7,25.30391307142857,55.45330352857143,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-15 15:55:54,2025-07-17 16:22:20
30917,38,Thursday,5,25.30596496,55.45959799999999,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-22 16:49:22,2025-07-10 15:15:05
30917,39,Thursday,5,25.30558564,55.43676894,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-15 16:08:49,2025-07-17 16:47:44
30917,39,Wednesday,5,25.33757464,55.49088664,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-21 16:35:41,2025-07-16 16:28:18
30917,40,Thursday,6,25.30450605,55.43954525,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-15 16:27:39,2025-07-17 17:05:23
30917,41,Wednesday,6,25.32353301666667,55.45371663333333,Muwailih Commercial - Sharjah - United Arab Emirates,2025-05-14 20:50:07,2025-07-16 19:56:37
30917,42,Thursday,6,25.297052183333335,55.45690885,"Unnamed Road,Muwailih Commercial,Industrial Area,Sharjah,United Arab Emirates",2025-05-15 17:07:31,2025-07-10 16:09:19
30917,43,Thursday,6,25.3180905,55.456363833333334,"Unnamed Road,Muwailih Commercial,Industrial Area,Sharjah,United Arab Emirates",2025-05-15 17:17:30,2025-07-10 16:51:01
30917,44,Wednesday,5,25.3154763,55.46714462,"Unnamed Road,Muwailih Commercial,Industrial Area,Sharjah,United Arab Emirates",2025-05-14 21:15:21,2025-06-18 18:43:33
30941,0,Monday,18,25.438255594444442,55.52671273888889,Oxy Office,2025-05-19 00:12:43,2025-07-14 08:03:38
30941,0,Saturday,18,25.438247727777778,55.52670013333333,Oxy Office,2025-05-17 00:12:43,2025-07-19 08:57:38
30941,0,Sunday,18,25.438255505555553,55.52672848888889,Oxy Office,2025-05-18 00:12:43,2025-07-13 08:31:04
30941,0,Thursday,21,25.438237966666666,55.52672485714286,Oxy Office,2025-05-15 00:12:43,2025-07-17 23:07:48
30941,0,Tuesday,20,25.422153044999998,55.514784125000006,"30,Muhaisnah 3,Muhaisnah,Dubai,United Arab Emirates",2025-05-13 12:49:18,2025-07-15 08:13:37
30941,0,Wednesday,20,25.438221465,55.52670137,Oxy Office,2025-05-14 00:12:43,2025-07-16 08:30:25
30941,1,Monday,9,25.257569566666668,55.42190941111111,Ajman - United Arab Emirates,2025-05-19 10:39:21,2025-07-07 12:45:36
30941,1,Saturday,8,25.300239525,55.42459705,Oxy Office,2025-05-17 12:10:56,2025-07-19 13:28:23
30941,1,Sunday,7,25.319893042857142,55.41951302857143,"Jiddah Street,Ajman,United Arab Emirates",2025-05-25 08:03:27,2025-07-13 14:03:46
30941,1,Thursday,9,25.330908844444444,55.43594071111111,"Jiddah Street,Ajman,United Arab Emirates",2025-05-15 12:36:00,2025-07-17 14:41:47
30941,1,Tuesday,8,25.2989233,55.4210414125,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-20 12:24:30,2025-07-08 14:56:53
30941,1,Wednesday,7,25.322649242857143,55.458707585714286,Al Jerf Industrial 1 - Ajman - United Arab Emirates,2025-05-21 12:45:39,2025-07-16 08:32:07
30941,2,Monday,6,25.311004666666665,55.4205283,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-19 12:21:52,2025-07-14 20:16:16
30941,2,Saturday,6,25.311167166666667,55.4324808,Garhoud - Dubai - United Arab Emirates,2025-05-24 08:50:40,2025-07-19 17:36:55
30941,2,Sunday,8,25.2662489375,55.4006643375,Al Qusais - Dubai - United Arab Emirates,2025-05-18 09:14:00,2025-07-06 14:35:31
30941,2,Thursday,9,25.28322421111111,55.397612744444444,Al Qusais - Dubai - United Arab Emirates,2025-05-15 16:36:08,2025-07-17 09:43:04
30941,2,Tuesday,5,25.3093616,55.423969299999996,Muhaisnah 4 - Dubai - United Arab Emirates,2025-05-13 13:04:45,2025-07-15 14:48:25
30941,2,Wednesday,7,25.263502600000002,55.39489187142857,"49,Al Qusais 1,Al Qusais,Dubai,United Arab Emirates",2025-05-14 15:36:47,2025-07-16 12:36:17
30941,3,Saturday,6,25.200619133333333,55.4042058,Al Warqa - Dubai - United Arab Emirates,2025-05-17 09:05:55,2025-07-19 10:07:24
30941,4,Saturday,7,25.21985187142857,55.423556142857144,Al Warqa 1 - Dubai - United Arab Emirates,2025-05-17 09:11:45,2025-07-19 10:13:21
30941,4,Wednesday,5,25.28681096,55.41353394,Al Warqa - Dubai - United Arab Emirates,2025-05-28 15:26:11,2025-07-09 09:36:24
30941,5,Saturday,6,25.18342245,55.40555856666666,Al Warqa - Dubai - United Arab Emirates,2025-05-24 09:16:41,2025-07-19 10:19:11
30941,6,Saturday,6,25.18561495,55.40612135,Al Warqa 1 - Dubai - United Arab Emirates,2025-05-17 09:21:25,2025-07-19 10:34:15
30941,7,Wednesday,5,25.18332094,55.40812962,Al Warqa - Dubai - United Arab Emirates,2025-05-14 09:20:04,2025-07-16 10:09:46
30941,8,Saturday,6,25.18690855,55.40411606666667,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-17 10:07:33,2025-07-12 09:54:04
30941,8,Wednesday,5,25.18332398,55.40714293999999,Al Warqa - Dubai - United Arab Emirates,2025-05-21 10:00:57,2025-07-16 10:24:06
30941,9,Saturday,7,25.189540685714288,55.40239115714286,"Sheikh Mohammed Bin Zayed Road,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-17 10:38:16,2025-07-19 11:29:15
30941,9,Wednesday,7,25.184483757142857,55.406459257142856,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-14 09:38:17,2025-07-16 10:33:03
30941,10,Monday,5,25.18501032,55.40627930000001,Al Warqa - Dubai - United Arab Emirates,2025-06-02 09:50:01,2025-07-14 09:32:13
30941,10,Saturday,5,25.18967398,55.403985639999995,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates,Al Warqa'a, La Lune Building 2",2025-05-17 10:51:42,2025-07-19 11:46:55
30941,10,Wednesday,7,25.185509257142858,55.40766995714286,Al Warqa 1 - Dubai - United Arab Emirates,2025-05-14 09:45:11,2025-07-16 10:40:39
30941,11,Saturday,7,25.188021857142854,55.40576352857143,Al Warqa - Dubai - United Arab Emirates,2025-05-17 11:09:38,2025-07-12 10:40:16
30941,11,Wednesday,5,25.18731296,55.40733866000001,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-14 10:02:36,2025-06-18 10:24:50
30941,12,Monday,6,25.1870883,55.407860516666666,Al Warqa - Dubai - United Arab Emirates,2025-05-19 09:50:10,2025-07-14 09:46:07
30941,12,Saturday,9,25.18728198888889,55.40818127777778,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-17 11:15:45,2025-07-19 12:06:32
30941,12,Wednesday,7,25.18862067142857,55.405918542857144,"Sheikh Mohammed Bin Zayed Road,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-14 10:36:33,2025-07-16 11:08:58
30941,13,Monday,7,25.2012721,55.40383328571428,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-26 11:43:43,2025-07-14 09:56:33
30941,13,Wednesday,5,25.18811994,55.408375639999996,"Unnamed Road,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates",2025-05-14 10:50:04,2025-07-16 11:14:54
30941,14,Monday,7,25.18643804285714,55.40490711428571,Al Warqa - Dubai - United Arab Emirates,2025-05-19 10:10:49,2025-07-14 10:34:12
30941,14,Saturday,5,25.18777632,55.41059632,"414,Al Warqa 1,Al Warqa,Dubai,United Arab Emirates,Al Warqa'a, La Lune Building 2",2025-05-24 11:12:37,2025-07-05 12:07:17
30941,14,Wednesday,7,25.185984471428572,55.404760442857146,Unnamed Road - Dubai - United Arab Emirates,2025-05-14 10:57:12,2025-07-16 11:33:49
30941,15,Wednesday,8,25.184142875,55.407606425,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-14 11:08:27,2025-07-16 11:45:05
30941,16,Saturday,6,25.196009133333334,55.40951693333333,Al Warqa - Dubai - United Arab Emirates,2025-05-24 11:39:39,2025-07-19 12:27:52
30941,16,Wednesday,6,25.1859494,55.40849775,Al Warqa 3 - Dubai - United Arab Emirates,2025-05-14 11:18:30,2025-07-09 11:09:48
